creativeID,adID,camgaignID,advertiserID,appID,appPlatform
31361,4222,6715,169,9,2
40823,4484,1425,324,7,2
21962,22155,2597,210,72,2
34915,24601,1425,324,7,2
14920,5969,1120,569,79,2
45174,10155,896,111,44,2
10567,27332,1278,97,147,2
13795,16661,5200,208,425,1
27594,18706,5036,383,20,2
34520,6299,5074,134,408,1
44808,16970,4728,85,308,2
38628,11696,4366,134,408,1
37957,7733,6939,624,467,1
21099,17704,1047,456,377,1
45740,9054,13,57,397,1
21251,22238,6786,582,476,1
19630,17771,5604,614,259,2
33166,6062,1863,637,403,1
18311,17981,2591,500,112,2
33177,24208,5005,169,9,2
20351,10969,5040,402,7,2
4933,1146,343,35,356,1
39471,9021,2041,548,94,2
13776,11676,1775,600,31,2
20383,9535,5457,165,236,2
2383,980,31,9,116,2
7522,11485,3986,123,282,2
27675,4678,5903,392,438,1
22960,31015,2388,479,337,2
769,2283,425,40,123,2
41360,9478,2595,576,464,1
31020,27101,3372,606,378,1
27185,10955,4614,321,178,2
46430,14308,1425,324,7,2
23866,5416,967,585,101,2
26644,27383,2950,576,423,1
15976,18008,1585,108,39,2
43465,8277,3584,250,332,2
19783,29137,1846,160,386,1
15127,13254,1173,398,94,2
19234,18899,1835,337,379,1
33950,4411,2003,203,191,2
10499,14894,784,258,2,2
23739,23679,2961,173,372,1
31241,18782,6547,494,382,1
48616,17610,1648,398,94,2
17164,8702,6540,637,403,1
5247,1436,513,44,421,1
33280,25707,897,85,285,2
47794,24003,4669,147,386,1
37566,12338,4782,192,372,1
16993,30932,4224,172,449,1
9728,25053,1768,324,7,2
7372,28298,1499,350,476,1
43972,18251,5378,479,423,1
41300,14837,5951,517,51,2
46207,11394,1921,150,320,2
10058,17851,4447,645,151,2
23258,4402,4933,546,270,2
31542,21387,4881,134,408,1
49511,11560,2973,578,390,1
41803,7686,5060,57,397,1
37895,31260,5514,364,78,2
11060,18927,5835,244,411,1
32932,30289,3241,570,457,1
41459,30954,1686,156,382,1
22811,19066,3783,305,305,2
36350,5047,776,131,374,1
29515,17241,4124,307,15,2
45109,25431,5763,259,303,2
43104,17802,3061,582,253,2
26674,6330,5452,358,329,2
20571,14372,2041,548,94,2
25951,20954,4849,408,16,2
28758,3681,3884,402,7,2
29848,17133,1929,613,3,2
22586,6880,1636,158,374,1
35862,6822,3649,493,149,2
27346,31381,3277,576,464,1
14454,9429,3066,370,313,2
49335,20987,3979,604,1,2
18752,27254,6201,405,10,2
42265,16134,2562,180,34,2
9633,8837,1239,194,374,1
21947,3625,5219,636,7,2
31440,12499,3919,479,423,1
892,2115,647,56,123,2
34377,17254,4798,479,427,1
51086,14373,3884,402,7,2
17270,5752,5067,532,378,1
50264,14658,2145,34,468,1
9505,27443,4712,103,36,2
50505,25137,4712,103,36,2
21887,16812,3678,152,128,2
21042,13492,886,307,15,2
47831,25965,4655,327,157,2
44788,24039,3506,199,379,1
29369,28640,4011,576,423,1
16065,23720,3583,402,7,2
18815,16995,4533,546,270,2
45303,29926,4857,128,460,1
17401,30295,1129,77,263,2
33828,6744,4706,442,240,2
41842,24728,4249,327,381,1
44794,10486,6054,576,423,1
11387,27906,1892,391,55,2
41892,25109,3934,124,381,1
6613,30502,5095,602,439,1
43160,9920,2711,371,378,1
23684,4128,3684,200,259,2
35803,18510,6940,311,12,2
7336,5202,3124,329,282,2
3634,1044,510,40,123,2
33397,29219,1777,590,162,2
42739,27128,2145,34,468,1
27522,4607,3393,279,12,2
36487,23043,4085,40,133,2
14407,6401,4637,349,453,1
41308,5301,1940,477,382,1
27362,18318,1447,345,372,1
24874,4458,1636,158,374,1
43817,31319,5717,517,51,2
1750,1957,92,57,421,1
35867,28543,4383,21,324,2
7350,16006,4669,147,386,1
26334,13663,2445,200,259,2
3417,1895,719,1,229,2
7074,8696,1940,477,382,1
6843,14139,3277,576,464,1
44390,17050,825,613,3,2
19010,14607,3634,123,282,2
3985,1170,139,10,434,1
8340,24659,6667,99,108,2
26551,26255,6136,29,165,2
25621,8681,1120,569,79,2
4517,3527,313,22,286,2
4337,3278,192,55,198,2
10543,4085,2014,251,93,2
28897,16961,3679,402,7,2
13128,10420,3684,200,259,2
33726,4539,4533,546,270,2
12973,4004,5835,244,411,1
19469,27018,6519,322,129,2
33792,4265,3939,570,457,1
25288,30155,1425,324,7,2
42348,5708,4011,576,423,1
23154,28435,3595,198,28,2
6512,3229,615,26,123,2
47832,18471,3884,402,7,2
42900,4107,1029,257,245,2
51630,17732,1168,172,449,1
50282,5654,6783,441,363,1
43031,18233,1907,77,263,2
49920,5135,1335,77,291,2
42393,25424,3986,123,282,2
10096,29151,2044,211,433,1
38136,6715,1335,77,291,2
11969,20541,4931,141,417,1
19918,25600,3111,225,57,2
25231,21168,4712,103,36,2
25910,27759,1239,194,374,1
40121,20363,3615,359,2,2
20609,12560,4318,219,325,2
10700,25633,4247,57,240,2
30047,28619,2664,135,3,2
16473,14446,2502,150,320,2
7112,11339,1060,373,457,1
49006,4435,1190,640,395,1
30510,7429,4242,152,128,2
23963,10687,6136,29,165,2
46666,17766,2609,114,438,1
32229,17890,2380,104,313,2
17280,4437,5965,479,423,1
17067,5756,3679,402,7,2
47710,17308,4761,171,211,2
26192,29888,2562,180,34,2
3068,1721,424,9,116,2
17305,22666,5685,331,15,2
40485,19855,6437,613,3,2
19973,24127,3277,576,464,1
42065,13386,6786,582,476,1
26759,25865,1636,158,374,1
17798,22348,3670,622,433,1
23097,8722,1770,349,453,1
42833,13631,1951,299,452,1
14126,4741,3506,199,379,1
14816,19843,2128,494,382,1
33387,17878,3122,558,394,1
47367,26184,6800,637,403,1
32356,23734,2278,185,299,2
21062,28944,5802,29,165,2
47336,3951,4185,392,466,1
45707,28310,2355,479,464,1
51311,8735,4881,134,408,1
17379,29898,6112,576,397,1
35647,12347,3320,624,253,2
37226,23906,6545,32,165,2
19456,6728,3242,99,108,2
9067,10511,2794,40,133,2
37634,16639,5099,172,449,1
36829,22362,5680,582,236,2
23544,7056,5802,29,165,2
17210,23708,3508,76,291,2
6639,16984,5248,392,438,1
22450,12269,825,613,3,2
34249,30127,3547,61,386,1
17432,20435,4594,244,454,1
13078,24609,4594,244,454,1
17754,13051,5790,389,86,2
50925,27711,1896,31,237,2
40960,5652,6136,29,165,2
35540,24500,2582,178,114,2
8002,6170,799,476,42,2
34814,6441,3277,576,464,1
38256,9890,5535,225,57,2
29480,25864,5013,244,446,1
20975,11360,4849,408,16,2
17881,4092,6902,117,374,1
35257,4494,2687,476,42,2
28576,15585,6455,450,323,2
7311,29241,5835,244,411,1
38184,29090,6213,489,232,2
21651,27593,6820,178,114,2
50537,27608,4712,103,36,2
50860,20181,6617,349,453,1
6655,18614,1845,86,266,2
51408,22510,2661,607,395,1
28031,31067,2724,104,388,1
42320,9309,5771,645,151,2
11428,27794,2637,57,337,2
37209,13689,5520,149,377,1
3486,781,670,83,150,2
6017,2859,551,16,195,2
50168,8462,2040,230,385,1
30603,5751,2290,350,253,2
48001,4225,3956,570,457,1
29627,31160,2961,173,372,1
24008,6825,4088,289,368,1
20971,22042,4823,99,108,2
47274,20888,1141,622,433,1
7511,13366,1455,211,433,1
20194,20983,758,287,322,2
26599,22430,4486,479,240,2
27586,21303,1110,576,240,2
40068,21912,6453,588,9,2
45635,27338,2452,34,468,1
32816,9661,4486,479,240,2
38217,18955,6128,582,236,2
40180,4256,1110,576,240,2
20901,20523,4881,134,408,1
40974,3663,4051,441,363,1
24851,7600,6080,442,240,2
31259,25086,5967,570,457,1
36909,26664,3372,606,378,1
5926,1861,139,10,434,1
44671,29528,3560,251,93,2
43710,17487,4738,258,2,2
40230,15250,4460,479,423,1
17254,12159,6634,199,379,1
23545,14645,1611,57,337,2
43397,4474,1863,637,403,1
16223,22129,828,392,438,1
49628,6597,2290,350,253,2
7775,23347,3277,576,464,1
45580,23170,5829,633,252,2
10555,4203,3876,77,291,2
12298,8679,5013,244,446,1
43822,12389,3066,370,313,2
36377,7522,3137,501,142,2
6325,1689,582,21,327,2
22304,20052,4716,335,33,2
4557,1998,89,29,286,2
22625,9755,3174,508,372,1
15339,18630,5060,57,397,1
50191,18171,3560,251,93,2
45673,16530,4716,335,33,2
33820,8430,4228,244,412,1
26385,6681,1291,543,34,2
24929,24658,3506,199,379,1
21207,9829,1321,640,395,1
40161,18971,6833,279,12,2
48381,30616,2003,203,191,2
31582,5571,4849,408,16,2
42308,13506,4843,184,10,2
34567,4730,4460,479,423,1
25830,30107,5746,403,61,2
30962,27376,4113,355,388,1
50261,11894,6214,183,230,2
15219,4375,2679,350,253,2
46643,18264,5951,517,51,2
32415,9687,3355,251,93,2
24531,11461,5829,633,252,2
39924,26982,2919,422,126,2
29327,28875,2595,576,464,1
18874,21595,6368,639,357,1
5667,1675,131,54,389,1
22648,10597,2014,251,93,2
11518,27594,4185,392,466,1
51483,27315,1955,622,433,1
29020,12969,5240,31,237,2
13348,4789,1955,622,433,1
22861,25243,1816,182,24,2
46663,31104,5060,57,397,1
27195,10743,5057,350,253,2
17429,22290,1059,315,433,1
45557,4323,3508,76,291,2
20577,3838,4197,251,93,2
5181,2511,654,54,389,1
1754,995,448,86,328,2
4018,950,376,80,14,2
41570,8219,4247,57,240,2
28409,21039,2664,135,3,2
24670,26367,1799,481,61,2
47098,19599,3242,99,108,2
8577,14670,2664,135,3,2
37891,29841,2014,251,93,2
50253,8313,2338,588,9,2
8079,26308,6499,494,382,1
7696,9631,4533,546,270,2
14284,15228,3476,151,357,1
39513,8255,2706,657,69,2
42086,8173,1770,349,453,1
30092,18114,4671,29,165,2
5806,803,654,54,389,1
43582,21447,1777,590,162,2
42447,19308,3207,104,378,1
20065,15611,3682,318,438,1
41894,4459,6672,290,34,2
2560,132,582,21,327,2
44392,5795,2252,152,128,2
22937,13197,1033,593,388,1
41838,3814,4648,251,93,2
21572,5127,2095,150,320,2
12944,21363,1425,324,7,2
25450,9114,4823,99,108,2
13780,20597,5594,261,326,2
13202,15218,5722,435,368,1
24947,17800,3956,570,457,1
50845,4338,5499,539,297,2
11901,12603,3613,114,438,1
11669,15864,2595,576,464,1
7341,16160,1121,658,70,2
26961,4556,1636,158,374,1
38111,29421,1602,344,372,1
31554,28698,1606,236,228,2
8672,29415,1639,197,305,2
19632,16356,5396,645,151,2
20772,29615,1570,225,57,2
8383,4165,4502,583,405,1
38638,7964,5940,150,320,2
44566,15130,3569,570,457,1
29913,30244,1455,211,433,1
36371,27844,4594,244,454,1
30058,26769,4857,128,460,1
5282,438,699,72,25,2
7667,9309,5771,645,151,2
42352,20973,1636,158,374,1
7028,26269,881,570,457,1
18828,16962,4197,251,93,2
7145,18524,1777,590,162,2
2183,1571,699,72,25,2
28573,7197,1110,576,240,2
28473,20342,1907,77,263,2
14977,24831,3679,402,7,2
39748,11349,6800,637,403,1
43781,18089,2067,165,236,2
8786,18131,4594,244,454,1
49859,4821,1318,579,268,2
16960,5793,865,450,323,2
47777,18073,2812,439,357,1
21049,27946,4228,244,412,1
22664,18242,4540,210,72,2
24558,25914,3277,576,464,1
41029,28243,1770,349,453,1
44885,29221,5835,244,411,1
51156,10755,5072,476,42,2
14082,28265,4594,244,454,1
27715,9650,1110,576,240,2
51117,27837,5074,134,408,1
19731,27373,4250,114,438,1
38390,22429,5013,244,446,1
26693,25232,3207,104,378,1
10330,26804,5835,244,411,1
8613,22077,4174,294,388,1
12170,12477,1121,658,70,2
24031,11283,1425,324,7,2
35339,9264,6228,59,184,2
36961,12624,4185,392,466,1
15367,9347,5196,570,457,1
10683,20909,2595,576,464,1
41759,11248,758,287,322,2
4979,2127,303,29,286,2
23078,4993,6153,299,452,1
43101,5670,1951,299,452,1
17483,3815,1846,160,386,1
24009,21877,2650,200,259,2
42149,5570,1615,349,453,1
46850,19983,4282,205,140,2
47447,5606,3657,123,282,2
30147,15378,4716,335,33,2
36267,14601,3582,160,386,1
1084,269,27,7,328,2
28785,27585,6648,532,378,1
47114,23020,4468,590,138,2
38152,15203,2157,522,453,1
10701,26973,4712,103,36,2
48161,5690,6538,425,112,2
16602,16327,1775,600,31,2
13659,26417,4662,302,305,2
21408,14068,4302,646,377,1
49250,3946,3656,371,131,2
49709,27451,1090,279,12,2
5312,3305,631,27,198,2
6168,1760,441,41,195,2
7086,18101,1352,271,92,2
2252,1477,102,20,328,2
19615,21854,3472,534,362,1
8918,28550,1661,279,12,2
31700,16916,4473,278,216,2
11105,26437,3277,576,464,1
1851,2420,140,2,319,2
41434,21087,2693,239,181,2
20783,26843,4071,183,230,2
29814,12210,1639,197,305,2
44636,10308,92,57,397,1
28156,23452,6361,396,64,2
47914,15891,3995,565,375,1
8032,14261,1425,324,7,2
41889,7202,5286,207,345,2
30874,12309,3217,358,212,2
23424,9174,2647,77,263,2
48168,14129,6842,52,35,2
28434,7807,6120,184,10,2
22481,6622,6832,383,359,1
10023,13801,6037,210,72,2
4473,2338,403,63,360,1
16705,15739,5729,27,257,2
20516,20538,5898,279,12,2
2172,117,363,87,116,2
27400,6925,1622,233,167,2
2173,134,83,10,434,1
21121,15739,5729,27,257,2
37563,3933,2871,605,9,2
28157,25921,995,360,329,2
22792,4933,6509,303,236,2
23434,10624,4823,99,108,2
35576,11258,1425,324,7,2
31324,8224,1893,77,263,2
40574,16541,1934,633,252,2
20262,14215,4282,205,140,2
43426,26791,1721,267,430,1
11933,5412,2980,107,254,2
1408,2556,83,10,434,1
38123,19735,6354,126,213,2
9924,30423,1906,650,366,1
44272,10315,3563,508,372,1
46406,20359,3733,123,282,2
4335,2765,83,10,434,1
4656,468,441,41,195,2
48795,18112,4938,605,9,2
11779,21119,6038,158,374,1
47263,17105,3593,20,266,2
37478,30844,3718,262,377,1
45663,30066,3277,576,464,1
31742,16602,4030,416,380,1
33443,27682,5349,339,368,1
779,3482,479,40,123,2
10741,17944,6394,570,457,1
48831,26426,1732,582,467,1
29051,23144,5187,424,395,1
42783,5478,4379,77,289,2
5335,3207,83,10,434,1
3315,3042,83,10,434,1
28369,20771,1778,152,128,2
42535,30106,1703,204,450,1
28062,14846,2045,436,217,2
921,738,464,9,116,2
37935,9059,2217,223,361,1
42790,3889,2278,185,299,2
45830,8230,1239,194,374,1
33675,5080,1133,526,222,2
31145,5710,3684,200,259,2
8348,8569,1636,158,374,1
14042,19425,6306,645,151,2
49708,10505,5690,370,378,1
28755,8337,2441,175,401,1
41676,18211,930,132,7,2
19755,19472,2408,392,438,1
34310,31327,3477,201,260,2
39981,14527,6873,383,359,1
31301,24988,1639,197,305,2
15702,7229,2631,408,16,2
41449,22477,2282,20,274,2
7721,10445,1345,66,430,1
22595,13602,2127,494,382,1
46719,19824,3730,135,3,2
24534,21530,2973,578,390,1
44237,9903,4489,85,475,1
27337,15937,1425,324,7,2
35204,28352,6410,85,475,1
17694,25795,748,399,318,2
17801,27066,5466,307,15,2
35804,11302,3982,93,4,2
49909,30208,1729,146,126,2
8551,28075,2283,605,9,2
12588,9525,3478,613,3,2
27511,27568,4273,136,236,2
36386,6153,2725,349,453,1
6206,1020,224,12,123,2
33339,24923,3075,473,122,2
7068,5736,1093,135,3,2
26058,13304,1620,541,19,2
2660,694,493,55,198,2
33815,10201,1837,146,126,2
39650,7128,5316,135,3,2
50007,26141,4662,302,305,2
4495,1159,83,10,434,1
18849,14869,1147,309,98,2
31508,5794,4247,57,240,2
36812,23246,5545,383,359,1
25302,24147,6115,398,94,2
47730,4344,5965,479,423,1
9697,20410,4712,103,36,2
51352,17212,3981,184,10,2
17642,23188,2725,349,453,1
6152,339,558,69,428,1
2556,1250,83,10,434,1
5726,561,25,88,123,2
35217,14896,3884,402,7,2
3879,1342,517,69,428,1
2295,1633,67,80,14,2
50804,22693,4217,380,473,1
595,922,188,87,116,2
25527,16159,6120,184,10,2
31394,19645,5875,349,453,1
1866,1872,479,40,123,2
43115,6465,6130,251,93,2
41470,30542,1120,569,79,2
47879,30519,5431,380,473,1
17418,13594,6634,199,379,1
1687,2786,203,7,328,2
41552,4046,6358,146,126,2
43438,4312,5873,337,379,1
14931,19935,4273,136,236,2
39743,29768,3800,205,140,2
11114,26079,1616,146,126,2
13790,6634,3163,592,409,1
40079,17034,4662,302,305,2
22020,3666,4552,257,245,2
5938,1438,468,89,420,1
32025,5550,2800,488,443,1
31313,3834,2384,587,292,2
17693,26090,6599,522,453,1
16145,13565,1488,61,388,1
6413,3001,167,63,360,1
26241,24608,6080,442,240,2
19367,5601,4751,324,7,2
15307,12785,6534,106,467,1
22779,18518,6789,419,6,2
16052,16794,3092,134,408,1
49903,17539,5756,66,330,2
51197,8115,6711,42,257,2
32914,5845,4197,251,93,2
16166,28482,4282,205,140,2
41433,14003,1732,582,467,1
49023,27853,3981,184,10,2
15167,6312,3602,48,219,2
3911,1835,513,44,421,1
29406,3926,958,576,397,1
8769,20714,6508,138,368,1
18627,26492,1158,611,279,2
28276,9220,6434,180,34,2
47330,16458,1639,197,305,2
13337,20869,1296,257,245,2
38230,5212,6773,77,225,2
39247,10644,4468,590,138,2
222,1134,623,88,123,2
20278,25300,1732,582,467,1
4230,1915,203,7,328,2
32324,20479,6773,77,225,2
30634,24741,5545,383,359,1
33884,12739,2725,349,453,1
41286,23390,5802,29,165,2
16496,21955,1778,152,128,2
2315,2186,174,88,123,2
36305,25450,5060,57,397,1
20522,20103,3242,99,108,2
35652,24017,3981,184,10,2
6462,2196,83,10,434,1
24267,19345,3264,210,72,2
2486,891,83,10,434,1
39193,18797,4815,44,423,1
5621,1289,558,69,428,1
34968,30436,6119,44,423,1
46500,23646,5903,392,438,1
44121,25235,6884,392,438,1
18683,4044,4059,324,7,2
38913,6708,1378,169,9,2
21668,19846,5802,29,165,2
9940,18054,2850,158,374,1
8006,20516,1325,77,261,2
15132,25213,6394,570,457,1
47616,12966,1237,135,3,2
20130,17730,2698,362,265,2
45283,11901,6490,135,3,2
45546,8174,6861,408,16,2
3214,3108,192,55,198,2
30179,6727,3599,644,3,2
36062,24965,5399,349,453,1
30760,31135,2924,262,377,1
36188,13352,3645,169,9,2
42368,25169,4533,546,270,2
20399,27947,3242,99,108,2
35788,5457,3779,407,118,2
2793,469,273,44,421,1
38930,23778,5005,169,9,2
28963,23923,2260,489,232,2
20704,25125,1878,376,18,2
34518,6838,2775,230,385,1
10614,13609,2773,303,236,2
7140,27058,6773,77,225,2
31673,13853,6454,242,110,2
30531,8380,1043,279,12,2
13868,18500,5647,273,279,2
21753,26044,862,219,325,2
5304,1761,174,88,123,2
39292,18149,1549,403,61,2
26737,11809,6890,257,245,2
26873,17246,6153,299,452,1
51070,31071,2924,262,377,1
29572,17195,5407,501,178,2
23031,6446,1147,309,98,2
47077,14902,1092,405,10,2
25713,17695,5040,402,7,2
12645,19255,4011,576,423,1
13386,25892,4933,546,270,2
36323,3636,5817,392,438,1
46645,24521,6123,78,234,2
31274,9741,965,191,355,1
20512,23452,6361,396,64,2
46620,29920,1275,48,234,2
35865,10628,958,576,397,1
29796,23533,4533,546,270,2
23774,17057,1620,541,19,2
47689,18458,3085,628,7,2
41212,23967,6306,645,151,2
13762,6508,1585,108,39,2
37652,22759,6271,523,70,2
41488,20458,4247,57,240,2
9016,12732,2850,158,374,1
6088,2384,27,7,328,2
3881,473,242,91,84,2
28973,23161,6755,123,282,2
10469,10009,821,317,153,2
50606,23742,4028,119,99,2
2821,1533,277,74,100,2
32306,29686,4846,165,236,2
20465,30606,4101,578,154,2
35607,4588,2934,301,207,2
3437,1269,83,10,434,1
2987,1453,160,53,218,2
51682,14094,5033,564,467,1
9368,3810,6141,641,329,2
37328,27777,6626,294,386,1
4497,1110,83,10,434,1
409,2760,83,10,434,1
33188,6397,4802,553,370,1
9034,22174,4868,77,261,2
45469,26806,1273,57,397,1
35674,28028,3515,172,424,1
9489,28752,1437,210,72,2
6211,220,372,69,428,1
22949,7907,3536,570,457,1
21744,17389,5873,337,379,1
18441,6487,1273,57,397,1
19381,28557,5223,240,98,2
1215,2410,260,20,328,2
9040,29538,3986,123,282,2
31540,29373,1053,69,139,2
36034,21147,6667,99,108,2
8189,6669,932,268,13,2
46260,12802,3315,249,10,2
43373,30271,6040,657,69,2
42228,6909,5283,328,372,1
45619,5820,5498,48,234,2
34690,15265,4933,546,270,2
12890,8089,1379,282,158,2
27839,30049,1989,77,261,2
30833,19556,1325,77,261,2
27343,27286,4333,7,219,2
11144,22185,5301,4,438,1
41406,5357,3066,370,313,2
35219,30011,5903,392,438,1
37402,6954,2308,398,94,2
28017,24195,5334,135,3,2
47167,23476,6038,158,374,1
4002,2786,203,7,328,2
23268,13228,2397,200,259,2
9019,20024,2623,99,108,2
7304,8763,4640,7,266,2
30412,23574,3481,147,386,1
18366,18730,3162,184,10,2
30716,20482,1273,57,397,1
39203,21297,2706,657,69,2
49924,22681,5060,57,397,1
231,281,83,10,434,1
51277,21238,6785,104,386,1
46465,28960,4864,581,96,2
34902,11458,725,92,433,1
4960,1185,623,88,123,2
50911,25615,2129,624,236,2
46171,6472,6648,532,378,1
22525,11176,4849,408,16,2
45114,17268,4379,77,289,2
40953,11136,5103,321,142,2
22139,27211,1097,380,473,1
8627,23005,4402,160,131,2
50388,8050,1425,324,7,2
9089,26010,2320,187,53,2
47326,14588,5301,4,438,1
37688,8264,2330,645,151,2
8989,4766,1325,77,261,2
13384,11856,5726,323,104,2
10754,29189,1636,158,374,1
16889,9392,5940,150,320,2
5640,122,83,10,434,1
41915,17077,4671,29,165,2
20108,4417,1753,318,438,1
2695,1550,83,10,434,1
23858,4077,6626,294,386,1
37276,24757,2698,362,265,2
7659,10977,4379,77,289,2
48897,27091,4594,244,454,1
39725,7795,4247,57,240,2
6689,26056,970,145,433,1
14753,11041,5223,240,98,2
25889,7148,4523,605,9,2
33549,16620,4704,349,453,1
22476,25890,1770,349,453,1
47804,5240,6785,104,386,1
41853,28108,5838,146,126,2
38192,30132,980,318,466,1
2910,1513,92,57,421,1
19994,23427,4933,546,270,2
45013,28103,5013,244,446,1
5275,2046,595,16,195,2
3753,3344,512,57,421,1
6629,15004,2924,262,377,1
40293,6964,6168,492,189,2
34313,13481,2374,532,378,1
10871,7355,5987,468,60,2
18722,11593,823,576,423,1
13059,3763,6545,32,165,2
48240,9034,3086,649,441,1
3538,2387,496,40,123,2
10973,25854,2623,99,108,2
32054,5379,4864,581,96,2
43904,29941,4671,29,165,2
51359,21266,2330,645,151,2
48415,26452,3281,441,363,1
19145,18620,6130,251,93,2
15630,4304,5618,242,110,2
26777,12289,2241,318,438,1
42339,26129,1335,77,291,2
38657,7321,2561,7,219,2
51650,20397,4864,581,96,2
48879,13085,6221,135,3,2
2174,1943,479,40,123,2
19841,12810,958,576,397,1
33644,4055,5916,476,42,2
28113,4244,6895,184,10,2
41934,4777,6481,628,7,2
11430,17237,2397,200,259,2
9947,29978,3066,370,313,2
25033,26863,2707,104,378,1
27515,15446,4811,448,90,2
17403,17643,1636,158,374,1
27371,3647,2952,182,24,2
31627,12107,1723,448,90,2
30879,10062,6112,576,397,1
47593,29650,1636,158,374,1
38114,18988,2256,607,395,1
31598,13701,6599,522,453,1
36913,23088,4594,244,454,1
29344,15709,4212,526,222,2
38674,5229,6507,479,240,2
4284,830,120,44,421,1
25387,25018,2623,99,108,2
27789,30596,6490,135,3,2
11287,20930,3209,147,131,2
48899,20288,3149,358,329,2
38503,8091,1082,44,423,1
20040,21865,4208,363,28,2
13524,29337,5802,29,165,2
5547,1803,625,57,421,1
15398,13424,6545,32,165,2
42256,7491,4870,78,234,2
17864,4071,1335,77,291,2
10988,29967,4671,29,165,2
24452,5992,1893,77,263,2
46418,17141,1636,158,374,1
14875,3921,1620,541,19,2
20561,27889,4857,128,460,1
32526,26614,2095,150,320,2
18528,14926,2503,57,397,1
2666,683,435,53,218,2
50251,23838,1110,576,240,2
51385,5405,2698,362,265,2
26108,16490,4383,21,324,2
44081,15139,5266,523,70,2
50665,11936,6521,408,16,2
10231,20732,1767,47,234,2
5410,864,20,85,293,2
44883,18669,4798,479,427,1
8721,27761,2039,7,234,2
29545,31182,4117,44,423,1
37325,29532,5533,250,223,2
26750,25852,5519,370,378,1
45322,22949,1141,622,433,1
11909,23237,2637,57,240,2
30477,8017,2129,624,236,2
17510,22896,4773,88,133,2
1485,1687,120,44,421,1
4135,481,142,12,123,2
19978,26496,4689,398,94,2
7541,19285,1110,576,240,2
50340,27090,1028,520,17,2
26304,24636,4402,160,131,2
2308,436,83,10,434,1
13803,28825,4730,470,21,2
45541,4734,6861,408,16,2
16153,7500,3422,229,330,2
47673,11760,3679,402,7,2
4201,1222,273,44,421,1
36344,9654,2788,479,240,2
15941,22786,4393,147,386,1
6233,338,100,31,146,2
21442,24924,4815,44,423,1
45329,14591,6826,93,376,1
9695,5296,2631,408,16,2
47004,28399,4101,578,154,2
22192,17583,6769,284,64,2
11631,22946,1835,337,379,1
4584,3513,477,80,14,2
48335,27803,3277,576,464,1
24167,30776,2445,200,259,2
36485,11318,3123,376,18,2
3600,2809,20,85,293,2
42299,30195,6201,405,10,2
46342,20324,4786,419,6,2
17359,31126,1475,651,395,1
49966,27635,2850,158,374,1
21838,7268,3277,576,464,1
820,1915,203,7,328,2
4638,2841,83,10,434,1
39441,24385,4185,392,466,1
18541,25014,1921,150,320,2
23978,30070,2408,392,438,1
5655,459,394,23,105,2
38630,29563,6123,78,234,2
32377,8202,5175,355,378,1
46570,30497,4390,588,9,2
27495,10593,4139,78,219,2
41245,19510,1141,622,433,1
34700,17730,2698,362,265,2
9146,19665,1541,403,61,2
8783,6565,2234,381,3,2
29639,12558,6920,569,79,2
28227,12386,5673,411,453,1
28097,24550,1732,582,467,1
16718,6404,3228,99,108,2
30529,11815,2509,173,372,1
19745,28587,6840,178,114,2
46323,18116,4383,21,324,2
49087,28972,3770,314,242,2
33840,4174,1180,315,433,1
46272,29853,1325,77,261,2
46687,13691,1298,624,477,1
23263,29826,1847,479,427,1
10917,10345,6517,602,309,2
38730,5810,2212,582,477,1
49477,17971,4228,244,412,1
17919,9005,4681,42,257,2
10433,9012,1298,624,477,1
4692,2596,310,36,123,2
36101,26169,3277,576,464,1
44906,26637,3879,350,477,1
42043,6827,3879,350,477,1
32285,31368,4228,244,412,1
48043,19658,1561,508,372,1
37586,3705,3277,576,464,1
16793,9821,2081,637,403,1
51491,12645,856,65,261,2
30575,6253,4980,520,17,2
4734,1553,475,83,150,2
36789,18291,4228,244,412,1
45354,31451,4338,624,477,1
16202,28851,1847,479,427,1
14556,4990,1405,508,372,1
48485,18505,1298,624,477,1
79,2132,417,2,319,2
38374,13333,4011,576,423,1
39829,13920,6152,624,477,1
15928,23538,6892,479,337,2
9380,10496,1405,508,372,1
6688,26534,4881,134,408,1
4911,96,391,54,389,1
21017,18118,3492,524,301,2
50138,25623,1091,327,157,2
13506,7445,3492,524,301,2
15125,19614,5271,27,257,2
5464,1511,58,57,421,1
4009,945,310,36,123,2
47993,27304,1405,508,372,1
33321,7852,2948,582,477,1
43763,19775,1770,349,453,1
34232,26788,5306,175,401,1
7441,20668,2016,456,377,1
6126,825,129,40,123,2
24521,25978,5817,392,438,1
7697,15102,6269,171,211,2
41634,29488,6808,269,188,2
13913,12502,3207,104,378,1
3678,456,267,42,350,2
6282,2277,513,44,421,1
5935,3155,101,40,123,2
45246,21072,3092,134,408,1
47022,22955,2273,585,101,2
39309,30994,6054,576,423,1
43604,21889,1298,624,477,1
30201,4964,3938,403,61,2
9080,8554,2950,576,423,1
15123,25331,5587,251,93,2
48849,28967,2432,545,474,1
37222,4197,1091,327,157,2
48390,15928,4594,244,454,1
49109,5365,4823,99,108,2
45600,3685,3046,246,193,2
39336,20927,1298,624,477,1
49480,25462,1154,34,468,1
17281,4157,1168,172,449,1
51129,13331,5694,637,403,1
29809,23540,3355,251,93,2
